dim_campaign_key,campaign_id,campaign_name,campaign_message_type,campaign_start_date,campaign_end_date,campaign_target_count,message_content,campaign_source,campaign_window_id,campaign_target_count_delivered,campaign_window_name,segment_code,segment_desc,is_control
4526,100001351,79 20170508-FSC 18-5DOYr-LYB-ALL-WD-Skin Defence,ENGAGE - SMS,00:00.0,00:00.0,431,Protect your skin from UVA rays with high SPF! Gunakan Skin Defence Multi-Protection Essence SPF 50 sebelum beraktivitas. Melindungi kulit dr radiasi & polusi.,5,1000000120,247,DOYR 2nd Window SMS - MON - 08052017,101820,20170508-FSC 18-5DOYr-LYB-ALL-WD-Skin Defence,FALSE
4527,100001352,80 20170508-FSC 19-5DOYr-LYB-ALL-WD-Skin Defence,ENGAGE - SMS,00:00.0,00:00.0,426,Protect your skin from UVA rays with high SPF! Gunakan Skin Defence Multi-Protection Essence SPF 50 sebelum beraktivitas. Melindungi kulit dr radiasi & polusi.,5,1000000120,240,DOYR 2nd Window SMS - MON - 08052017,101821,20170508-FSC 19-5DOYr-LYB-ALL-WD-Skin Defence,FALSE
4528,100001353,81 20170508-FSC 20-5DOYr-LYB-Teens + Millenials-WD-Cinta Laura Package,ENGAGE - SMS,00:00.0,00:00.0,669,ALL YOU NEED IS MAKE UP! Lengkapi koleksi make up Anda dgn Cinta Laura Package yang terdiri dari 2 pilihan paket special. Let's get glam & BeYOUtiful everyday!,5,1000000120,385,DOYR 2nd Window SMS - MON - 08052017,101826,20170508-FSC 20-5DOYr-LYB-Teens + Millenials-WD-Cinta Laura Package,FALSE
4529,100001354,82 20170508-FSC 21-5DOYr-LYB-ALL-WD-Tea Tree Range,ENGAGE - SMS,00:00.0,00:00.0,3990,PAY WITH POINT! Gunakan point Anda untuk mendapatkan produk Tea Tree. Terbuat dari tea tree oil untuk mengurangi jerawat dan mengontrol minyak berlebih.,5,1000000120,3971,DOYR 2nd Window SMS - MON - 08052017,101829,20170508-FSC 21-5DOYr-LYB-ALL-WD-Tea Tree Range,FALSE
4530,100001359,83 20170508-FSC 22-5DOYr-LYB-ALL-WD-Almond Milk & Honey,ENGAGE - SMS,00:00.0,00:00.0,245,"Taking care your sensitive and dry skin with ALMOND MILK & HONEY products. Diformulasikan khusus untuk kulit sensitif, sehingga tidak menimbulkan iritasi.",5,1000000120,245,DOYR 2nd Window SMS - MON - 08052017,101832,20170508-FSC 22-5DOYr-LYB-ALL-WD-Almond Milk & Honey,FALSE
4531,100001363,84 20170508-FSC 23-5DOYr-LYB-ALL-WD-VIT C Liquid Peel,ENGAGE - SMS,00:00.0,00:00.0,538,PAY WITH POINT! Gunakan point Anda untuk mendapatkan Vitamin C Liquid Peel. Mengandung Camu Camu Berry yg kaya akan Vitamin C utk wajah lebih bersih dan cerah.,5,1000000120,538,DOYR 2nd Window SMS - MON - 08052017,101834,20170508-FSC 23-5DOYr-LYB-ALL-WD-VIT C Liquid Peel,FALSE
4532,100001365,86 20170508-FSC 25-5DOYr-LYB-ALL-WD-Almond Milk And Honey,ENGAGE - SMS,00:00.0,00:00.0,2089,PAY WITH POINT! Gunakan point Anda untuk mendapatkan produk Almond Milk & Honey. Formulanya yang lembut cocok untuk pemilik kulit sensitif dan cenderung kering,5,1000000120,1223,DOYR 2nd Window SMS - MON - 08052017,101844,20170508-FSC 25-5DOYr-LYB-ALL-WD-Almond Milk And Honey,FALSE
4533,100001366,87 20170508-FSC 26-5DOYr-FAN-ALL-WD-Skin Defence,ENGAGE - SMS,00:00.0,00:00.0,1090,Protect your skin from UVA rays with high SPF! Gunakan Skin Defence Multi-Protection Essence SPF 50 sebelum beraktivitas. Melindungi kulit dr radiasi & polusi.,5,1000000120,1041,DOYR 2nd Window SMS - MON - 08052017,101845,20170508-FSC 26-5DOYr-FAN-ALL-WD-Skin Defence,FALSE
4534,100001360,DOYR 1st Window Push Notification - FRI - 05052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,89278,Anti Pollution Power of Trio,5,1000000121,73450,DOYR 1st Window Push Notification - FRI - 05052017,102149,20170505-1-5DOYr-ALL-Push Notification #1,FALSE
4535,100001361,107 20170504-135LC 16-5DOYr-All-All-WE-Deodorant,ENGAGE - SMS,00:00.0,00:00.0,31545,"NEW PRICE for DEODORANT! Sekarang Anda bisa mendapatkan deodorant kami mulai dari 99k. Membantu mengurangi keringat berlebih, tidak lengket & terasa ringan.",5,1000000122,28159,DOYR 1st Window SMS (Blast II) - THU - 04052017,101946,20170504-135LC 16-5DOYr-All-All-WE-Deodorant,FALSE
4536,100001362,108 20170504-PLYB 17-5DOYr-All-All-WE-Liquid Peel,ENGAGE - SMS,00:00.0,00:00.0,15892,"Free your skin from impurities! Gunakan produk Liquid Peel kami dgn formula gel-to-peel lembut, membantu membersihkan kulit wajah dr sel kulit mati dan polusi.",5,1000000122,13765,DOYR 1st Window SMS (Blast II) - THU - 04052017,102062,20170504-PLYB 17-5DOYr-All-All-WE-Liquid Peel,FALSE
4537,100001367,REBLAST_106 20170504-5LC 15-5DOYr-Club-GenX Senior-WE-Eye Massager,ENGAGE - SMS,00:00.0,00:00.0,77006,The first signs of aging appear around your eyes first! Rawat mata Anda dgn produk EYE CREAM APAPUN kami & dptkan DISC 20% Eye Massager. s/d 17May17. T&C Apply,5,1000000123,42989,DOYR 1st Window SMS (Blast III) - THU - 04052017,102553,ReBlast_106 20170504-5LC 15-5DOYR-CLUB-GENX SENIOR-WE-Eye Massager,FALSE
4538,100001368,1 [additional sms] 20170509-1-5DOYr-LYB-All-SCJ (Shopping With Cinta) Visit 2x,ENGAGE - SMS,00:00.0,00:00.0,3649,Calling all beauty-troopers! Jgn lewatkan shopping time bersama Cinta Laura di toko Senayan City 10May17 pkl 4.30-6.00 PM. DISC UP TO 25% on MAKE-UP. T&C Apply,5,1000000124,2893,DOYR 1st Additional SMS Store SCJ Visit 2x - TUE - 09052017,102554,[additional sms] 20170509-1-5DOYr-LYB-All-SCJ (Shopping With Cinta) Visit 2x,FALSE
4540,100001454,85 20170510-5LC 12-5DOYr-Club-Teen Millennial-WE-Camomile Waterproof Eye Make Up,ENGAGE - SMS,00:00.0,00:00.0,24918,SHARING HAPPINESS on Waisak Day. DISC 50% on second items (selected product). Visit nearest stores or shop online 11-14May17. Get it or regret it! T&C Apply.,5,1000000125,24916,DOYR 3rd Window SMS - WED - 10052017,101922,20170510-5LC 12-5DOYr-Club-Teen Millennial-WE-Camomile Waterproof Eye Make Up,FALSE
4541,100001455,86 20170510-1LC 13-5DOYr-Club-GenX Senior-WE-Almond Milk,ENGAGE - SMS,00:00.0,00:00.0,8281,"MAKE PEACE WITH SENSITIVE, DRY SKIN! Rawat & lindungi kulit Anda dgn rangkaian perawatan tubuh Almond Milk & Honey yg diformulasikan khusus utk kulit sensitif.",5,1000000125,8280,DOYR 3rd Window SMS - WED - 10052017,101926,20170510-1LC 13-5DOYr-Club-GenX Senior-WE-Almond Milk,FALSE
4542,100001456,87 20170510-3LC 14-5DOYr-Club-GenX Senior-WE-Almond Milk,ENGAGE - SMS,00:00.0,00:00.0,23488,ONLY 4 AMAZING DAYS FOR WAISAK CELEBRATION! DISC 50% untuk pembelian produk yang kedua (selected product). Available in store & online 11-14May17. T&C Apply.,5,1000000125,23488,DOYR 3rd Window SMS - WED - 10052017,101936,20170510-3LC 14-5DOYr-Club-GenX Senior-WE-Almond Milk,FALSE
4543,100001457,88 20170510-5LC 15-5DOYr-Club-GenX Senior-WE-Almond Milk,ENGAGE - SMS,00:00.0,00:00.0,13991,ONLY 4 AMAZING DAYS FOR WAISAK CELEBRATION! DISC 50% untuk pembelian produk yang kedua (selected product). Available in store & online 11-14May17. T&C Apply.,5,1000000125,13991,DOYR 3rd Window SMS - WED - 10052017,101928,20170510-5LC 15-5DOYr-Club-GenX Senior-WE-Almond Milk,FALSE
4545,100001459,90 20170510-PLYB 17-5DOYr-All-All-WE-Liquid Peel,ENGAGE - SMS,00:00.0,00:00.0,15892,ONLY 4 AMAZING DAYS FOR WAISAK CELEBRATION! DISC 50% untuk pembelian produk yang kedua (selected product). Available in store & online 11-14May17. T&C Apply.,5,1000000125,15887,DOYR 3rd Window SMS - WED - 10052017,102063,20170510-PLYB 17-5DOYr-All-All-WE-Liquid Peel,FALSE
4546,100001460,91 20170510-LAPSED3-5DOYr-LYB-ALL-WE-50% for 2nd items,ENGAGE - SMS,00:00.0,00:00.0,24388,ONLY 4 AMAZING DAYS FOR WAISAK CELEBRATION! DISC 50% untuk pembelian produk yang kedua (selected product). Available in store & online 11-14May17. T&C Apply.,5,1000000125,24388,DOYR 3rd Window SMS - WED - 10052017,102154,20170510-LAPSED3-5DOYr-LYB-ALL-WE-50% for 2nd Items,FALSE
4547,100001462,1 [additional sms] 20170512-2-5DOYr-ALL-Plaza Senayan Jakarta (Reminder: 15%+Lokasi),ENGAGE - SMS,00:00.0,00:00.0,3796,"Toko kami di Plaza Senayan pindah ke lantai LG DB07-DB08, special offer 15% discount all products (exclude Skincare dan new products) s/d 14Mei17. T&C Apply.",5,1000000128,3796,DOYR 2nd Additional SMS Store Relocation PSJ - FRI - 12052017,102145,[additional sms] 20170512-2-5DOYr-ALL-Plaza Senayan Jakarta (Reminder: 15%+Lokasi),FALSE
4548,100001463,Reblast DOYR 2nd Window Push Notification - THU - 11052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,42298,Only 4 Amazing Days For Waisak Celebration!,5,1000000127,33422,DOYR 2nd Window Push Notification - THU - 11052017,102564,Reblast_20170510-2-5DOYr-ALL-Push Notification #2,FALSE
4549,100001534,20170516-2-5DOYr-LYB NEW-ALL AGE GROUP-WE/WD-Welcome Voucher,ENGAGE - SMS,00:00.0,00:00.0,4649,DON'T BE LATE! Dptkan Skin Care/Make Up/Body Care kesukaanmu dgn menggunakan Welcome Voucher. Berlaku selama 2 bln setelah join Love Your Body Club. T&C Apply.,5,1000000130,4649,DOYR 2nd Reminder Welcome Voucher SMS - TUE - 16052017,102157,20170516-2-5DOYr-LYB NEW-ALL AGE GROUP-WE/WD-Welcome Voucher,FALSE
4550,100001569,DOYR 3rd Window Push Notification - WED - 17052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,89277,Make Up Perfect with Our Cruelty-Free Brushes!,5,1000000133,74775,DOY 3rd Window Push Notification - WED - 17052017,102152,20170517-4-5DOYr-ALL-Push Notification #4,FALSE
4551,100001643,RMD 1st Window Push Notification - FRI - 19052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,84504,Life is... GOLD - Limited Edition Fragrance,5,1000000138,70834,RMDH 1st Window Push Notification - FRI - 19052017,102591,20170519-1-6RMD1-LYB-ALL-Push Notification #1,FALSE
4552,100001646,(REPUSH) RMD 1st Window Push Notification - FRI - 19052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,4487,Life is... GOLD - Limited Edition Fragrance,5,1000000140,4000,(REPUSH) RMDH 1st Window Push Notification - FRI - 19052017,102611,Resend_20170519-1-6RMD1-LYB-ALL-Push Notification #1,FALSE
4553,100001713,RMDH 2nd Window Push Notification - WED - 24052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,84505,Life is... The Complete Range,5,1000000146,82209,RMDH 2nd Window Push Notification - WED - 24052017,102592,20170524-2-6RMD1-LYB-ALL-Push Notification #2,FALSE
4554,100001714,RMDH 3rd Window Push Notification - FRIDAY - 26052017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,84505,100% Cruelty-Free Vegetarian Brushes,5,1000000147,82909,RMDH 3rd Window Push Notification - FRIDAY - 26052017,102593,20170526-3-6RMD1-LYB-ALL-Push Notification #3,FALSE
4555,100001845,1 20170529-BC 1-FAN-All Age Group-WD-Hydrating Product,ENGAGE - SMS,00:00.0,00:00.0,1555,Kurang minum air putih saat Ramadan dpt menyebabkan kulit kering. Rawat kelembaban kulit dengan rangkaian best seller kami Drops of Youth Harga mulai Rp. 359k.,5,1000000155,1555,RMDH 6th Window SMS - MON - 05062017,102324,20170529-BC 1-FAN-All Age Group-WD-Hydrating Product,FALSE
4556,100001846,2 20170529-BC 2-FAN-All Age Group-WD-Pay With Point,ENGAGE - SMS,00:00.0,00:00.0,2192,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,2192,RMDH 6th Window SMS - MON - 05062017,102326,20170529-BC 2-FAN-All Age Group-WD-Pay With Point,FALSE
4557,100001848,3 20170529-BC 3-FAN-GenX + Senior + Other-WD-Life Is Gold EDP 50ML,ENGAGE - SMS,00:00.0,00:00.0,2548,"Parfum special dan mewah untuk Ramadan! DISC 10% for FAN untuk Limited Edition Life Is Gold Eau de Parfum, s/d 2Jul17. T&C Apply",5,1000000155,2547,RMDH 6th Window SMS - MON - 05062017,102327,20170529-BC 3-FAN-GenX + Senior + Other-WD-Life Is Gold EDP 50ML,FALSE
4558,100001849,4 20170529-BC 4-FAN-Teens + Millennials-WD-Gift All CBB,ENGAGE - SMS,00:00.0,00:00.0,1929,"Ramadan saat yang tepat untuk berbagi! Temukan berbagai gift spesial mulai dari Rp 249k. Buy 2 Disc 10% or Buy 3 Disc 20%, s/d 2Jul17. T&C Apply.",5,1000000155,1929,RMDH 6th Window SMS - MON - 05062017,102328,20170529-BC 4-FAN-Teens + Millennials-WD-Gift All CBB,FALSE
4559,100001850,5 20170529-BC 5-LYB-All Age Group-WD-Hydrating Product,ENGAGE - SMS,00:00.0,00:00.0,1945,Kurang minum air putih saat Ramadan dpt menyebabkan kulit kering. Rawat kelembaban kulit dengan rangkaian best seller kami Drops of Youth Harga mulai Rp. 359k.,5,1000000155,1945,RMDH 6th Window SMS - MON - 05062017,102330,20170529-BC 5-LYB-All Age Group-WD-Hydrating Product,FALSE
4560,100001851,6 20170529-BC 6-LYB-GenX + Senior + Other-WD-Hydrating Product,ENGAGE - SMS,00:00.0,00:00.0,4052,Saat Ramadan jgn biarkan kekurangan cairan tubuh membuat kulit Anda kering & kerutan bertambah. Gunakan rangkaian Anti ageing Oils of Life. Harga mulai Rp 419k,5,1000000155,4051,RMDH 6th Window SMS - MON - 05062017,102331,20170529-BC 6-LYB-GenX + Senior + Other-WD-Hydrating Product,FALSE
4561,100001852,7 20170529-BC 7-LYB-Teens + Millennials-WD-Hydrating Product,ENGAGE - SMS,00:00.0,00:00.0,3852,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,3852,RMDH 6th Window SMS - MON - 05062017,102332,20170529-BC 7-LYB-Teens + Millennials-WD-Hydrating Product,FALSE
4562,100001853,8 20170529-BC 8-LYB-All Age Group-WD-Gift All CBB,ENGAGE - SMS,00:00.0,00:00.0,18894,"Ramadan is the best time to share! Dapatkan berbagai gift beraroma Nutty-Fruity, starts from 249k. Buy 2 Disc 10% or Buy 3 Disc 20%, s/d 2Jul17. T&C Apply.",5,1000000155,18889,RMDH 6th Window SMS - MON - 05062017,102333,20170529-BC 8-LYB-All Age Group-WD-Gift All CBB,FALSE
4563,100001854,"9 20170529-FSC 1-6RMD1-LYBC FAN-Gen X & Senior-WD-Hidration Story, Anti Aging Product",ENGAGE - SMS,00:00.0,00:00.0,670,Saat Ramadan jgn biarkan kekurangan cairan tubuh membuat kulit Anda kering & kerutan bertambah. Gunakan rangkaian Anti ageing Oils of Life. Harga mulai Rp 419k,5,1000000155,670,RMDH 6th Window SMS - MON - 05062017,102359,"20170529-FSC 1-6RMD1-LYBC FAN-Gen X & Senior-WD-Hidration Story, Anti Aging Product",FALSE
4564,100001855,"10 20170529-FSC 2-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Hidration Story, all Skin Type",ENGAGE - SMS,00:00.0,00:00.0,332,Saat Ramadan jgn biarkan kekurangan cairan tubuh membuat kulit Anda kering . Gunakan rangkaian Anti ageing Vitamin E utk segala jenis kulit. Harga mulai Rp 99k,5,1000000155,332,RMDH 6th Window SMS - MON - 05062017,102360,"20170529-FSC 2-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Hidration Story, all Skin Type",FALSE
4565,100001856,11 20170529-FSC 3-6RMD1-LYBC FAN-Gen X & Senior-WD-Gift Deluxe DOY 799K (Concentrate + Peeling),ENGAGE - SMS,00:00.0,00:00.0,229,A Lovely Gift Deluxe on Ramadan ONLY 799k (Drops Of Youth Concentrate 30ml+Liquid Peel 145ml). Buy 2 Gift Disc 10% or Buy 3 Gift Disc 20% s/d 2Jul17. T&C Apply,5,1000000155,229,RMDH 6th Window SMS - MON - 05062017,102361,20170529-FSC 3-6RMD1-LYBC FAN-Gen X & Senior-WD-Gift Deluxe DOY 799K (Concentrate + Peeling),FALSE
4566,100001857,12 20170529-FSC 4-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Any purchase of Men's range Save 20% on Mask (they,ENGAGE - SMS,00:00.0,00:00.0,24,"Cegah minyak berlebih pd wajah! Gunakan Masker Charcoal Recipes of Nature. Special DISC 20% dgn pembelian any MEN'S PRODUCTS, s/d 2Jul17. T&C Apply.",5,1000000155,24,RMDH 6th Window SMS - MON - 05062017,102362,20170529-FSC 4-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Any Purchase of Mens Save 20% on RON,FALSE
4567,100001858,"13 20170529-FSC 5-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Buy 2 Gift Save 10%, buy 3 Gift Save 20%",ENGAGE - SMS,00:00.0,00:00.0,4997,"Ramadan Special Gift Box Recipes of Nature dgn best seller Himalayan Charcoal Mask ONLY 629k. Buy 2 Gift DISC 10% or Buy 3 Gift DISC 20%, s/d 2Jul17. T&C Apply",5,1000000155,4997,RMDH 6th Window SMS - MON - 05062017,102363,"20170529-FSC 5-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Buy 2 Gift Save 10%, buy 3 Gift Save 20%",FALSE
4568,100001859,14 20170529-FSC 6-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Gift WF Start From 299k (Voyage & Musk Family),ENGAGE - SMS,00:00.0,00:00.0,72,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,72,RMDH 6th Window SMS - MON - 05062017,102364,20170529-FSC 6-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Gift WF Start From 299k (Voyage & Musk Family),FALSE
4569,100001860,15 20170529-FSC 7-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Gift CBB Start From 249K,ENGAGE - SMS,00:00.0,00:00.0,62,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,62,RMDH 6th Window SMS - MON - 05062017,102365,20170529-FSC 7-6RMD1-LYBC FAN-ALL AGE GROUP-WD-Gift CBB Start From 249K,FALSE
4570,100001861,16 20170529-FSC 8-6RMD1-LYBC FAN-Rest-WD-Get your favourite skincare With Point Plus Pay,ENGAGE - SMS,00:00.0,00:00.0,125,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,125,RMDH 6th Window SMS - MON - 05062017,102366,20170529-FSC 8-6RMD1-LYBC FAN-Rest-WD-Pay With Point,FALSE
4571,100001862,"17 20170529-FSC 9-6RMD1-LYBC CLUB-Gen X & Senior-WD-Hidration Story, Anti Aging Product (DOL,OOL)",ENGAGE - SMS,00:00.0,00:00.0,778,Saat Ramadan jgn biarkan kekurangan cairan tubuh membuat kulit Anda kering & kerutan bertambah. Gunakan rangkaian Anti ageing Oils of Life. Harga mulai Rp 419k,5,1000000155,777,RMDH 6th Window SMS - MON - 05062017,102367,"20170529-FSC 9-6RMD1-LYBC CLUB-Gen X & Senior-WD-Hidration Story, Anti Aging Product",FALSE
4572,100001863,"18 20170529-FSC 10-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Hidration Story, all Skin Type  (Vit E)",ENGAGE - SMS,00:00.0,00:00.0,388,Saat Ramadan jgn biarkan kekurangan cairan tubuh membuat kulit Anda kering . Gunakan rangkaian Anti ageing Vitamin E utk segala jenis kulit. Harga mulai Rp 99k,5,1000000155,388,RMDH 6th Window SMS - MON - 05062017,102368,"20170529-FSC 10-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Hidration Story, all Skin Type",FALSE
4573,100001864,19 20170529-FSC 11-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Use Mask instead of RON,ENGAGE - SMS,00:00.0,00:00.0,737,Best seller Himalayan Charcoal Mask! Membantu mengecilkan pori-pori wajah dan menyerap minyak berlebih. Harga spesial untuk hasil yang spesial.,5,1000000155,736,RMDH 6th Window SMS - MON - 05062017,102369,20170529-FSC 11-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-RON Benefit,FALSE
4574,100001865,20 20170529-FSC 12-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Use Mask instead of RON. Highlight Charcoal,ENGAGE - SMS,00:00.0,00:00.0,461,"Ramadan Special Gift Box Recipes of Nature dgn best seller Himalayan Charcoal Mask ONLY 629k. Buy 2 Gift DISC 10% or Buy 3 Gift DISC 20%, s/d 2Jul17. T&C Apply",5,1000000155,461,RMDH 6th Window SMS - MON - 05062017,102370,"20170529-FSC 12-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Buy 2 Gift Save 10%, buy 3 Gift Save 20%",FALSE
4575,100001866,21 20170529-FSC 13-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Gift WF Start From 299k (Voyage & Musk Family),ENGAGE - SMS,00:00.0,00:00.0,1834,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,1834,RMDH 6th Window SMS - MON - 05062017,102371,20170529-FSC 13-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Gift WF Start From 299k (Voyage & Musk Family),FALSE
4576,100001867,22 20170529-FSC 14-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Gift CBB Start From 249K,ENGAGE - SMS,00:00.0,00:00.0,2392,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,2392,RMDH 6th Window SMS - MON - 05062017,102372,20170529-FSC 14-6RMD1-LYBC CLUB-ALL AGE GROUP-WD-Gift CBB Start From 249K,FALSE
4577,100001868,23 20170529-FSC 15-6RMD1-LYBC CLUB-Rest-WD-Get your favourite skincare With Point Plus Pay,ENGAGE - SMS,00:00.0,00:00.0,11283,"Stay fresh dan wangi saat Ramadan! Jangan lewatkan HOT Offers DISC 20% untuk best seller Nutty-Fruity Body Mist 100ml, s/d 2Jul17. T&C Apply.",5,1000000155,11281,RMDH 6th Window SMS - MON - 05062017,102373,20170529-FSC 15-6RMD1-LYBC CLUB-Rest-WD-Pay With Point,FALSE
4578,100001869,24 20170529-WF 1-6RMD1-FAN-ALL-WD-Gift Mens,ENGAGE - SMS,00:00.0,00:00.0,342,Ramadan special offer for men! Buy 2 DISC 10% Buy 3 DISC 20% utk Gift Box Activist/White Musk For Men/White Musk Sport s/d 2Jul27. T&C Apply.,5,1000000155,342,RMDH 6th Window SMS - MON - 05062017,102506,20170529-WF 1-6RMD1-FAN-ALL-WD-Gift Mens,FALSE
4579,100001870,25 20170529-WF 2-6RMD1-FAN-ALL-WD-Gift Trio Musk Family,ENGAGE - SMS,00:00.0,00:00.0,3146,"Saatnya utk berbagi, saatnya utk memberi. Buy 2 Disc 10% OR Buy 3 Disc 20% for Gift Trio White Musk Smoky Rose/White Musk/Black Musk, s/d 2Jul17. T&C Apply.",5,1000000155,3146,RMDH 6th Window SMS - MON - 05062017,102507,20170529-WF 2-6RMD1-FAN-ALL-WD-Gift Trio Musk Family,FALSE
4580,100001871,26 20170529-WF 3-6RMD1-FAN-ALL-WD-Gift Duo JCB,ENGAGE - SMS,00:00.0,00:00.0,1378,Ramadan is like a flower that blossoms once a year. Dapatkan best seller Gift Duo Japanese Cherry Blossom. Buy 2 DISC 10% Buy 3 DISC 20% s/d 2Jul17. T&C Apply.,5,1000000155,1378,RMDH 6th Window SMS - MON - 05062017,102508,20170529-WF 3-6RMD1-FAN-ALL-WD-Gift Duo JCB,FALSE
4581,100001872,27 20170529-WF 4-6RMD1-FAN-ALL-WD-Gift Mens,ENGAGE - SMS,00:00.0,00:00.0,428,Ramadan special offer for men! Buy 2 DISC 10% Buy 3 DISC 20% utk Gift Box Activist/White Musk For Men/White Musk Sport s/d 2Jul27. T&C Apply.,5,1000000155,428,RMDH 6th Window SMS - MON - 05062017,102509,20170529-WF 4-6RMD1-FAN-ALL-WD-Gift Mens,FALSE
4582,100001873,28 20170529-WF 6-6RMD1-FAN-ALL-WD-Gift Womens Fragrance,ENGAGE - SMS,00:00.0,00:00.0,312,"Are you looking for special gift to celebrate Ramadan? Dapatkan berbagai koleksi gift menarik untuk Womens Fragrance, starts from 299k, s/d 2Jul17. T&C Apply",5,1000000155,312,RMDH 6th Window SMS - MON - 05062017,102511,20170529-WF 6-6RMD1-FAN-ALL-WD-Gift Womens Fragrance,FALSE
4583,100001874,29 20170529-WF 7-6RMD1-LYB-ALL-WD-Gift Mens,ENGAGE - SMS,00:00.0,00:00.0,307,Ramadan special offer for men! Buy 2 DISC 10% Buy 3 DISC 20% utk Gift Box Activist/White Musk For Men/White Musk Sport s/d 2Jul27. T&C Apply.,5,1000000155,307,RMDH 6th Window SMS - MON - 05062017,102512,20170529-WF 7-6RMD1-LYB-ALL-WD-Gift Mens,FALSE
4584,100001875,30 20170529-WF 8-6RMD1-LYB-ALL-WD-Gift Trio Musk Family,ENGAGE - SMS,00:00.0,00:00.0,2180,"Saatnya utk berbagi, saatnya utk memberi. Buy 2 Disc 10% OR Buy 3 Disc 20% for Gift Trio White Musk Smoky Rose/White Musk/Black Musk, s/d 2Jul17. T&C Apply.",5,1000000155,2180,RMDH 6th Window SMS - MON - 05062017,102513,20170529-WF 8-6RMD1-LYB-ALL-WD-Gift Trio Musk Family,FALSE
4585,100001876,31 20170529-WF 9-6RMD1-LYB-ALL-WD-Gift Duo JCB,ENGAGE - SMS,00:00.0,00:00.0,1053,Ramadan is like a flower that blossoms once a year. Dapatkan best seller Gift Duo Japanese Cherry Blossom. Buy 2 DISC 10% Buy 3 DISC 20% s/d 2Jul17. T&C Apply.,5,1000000155,1052,RMDH 6th Window SMS - MON - 05062017,102514,20170529-WF 9-6RMD1-LYB-ALL-WD-Gift Duo JCB,FALSE
4586,100001877,32 20170529-WF 10-6RMD1-LYB-ALL-WD-Gift Mens,ENGAGE - SMS,00:00.0,00:00.0,295,Ramadan special offer for men! Buy 2 DISC 10% Buy 3 DISC 20% utk Gift Box Activist/White Musk For Men/White Musk Sport s/d 2Jul27. T&C Apply.,5,1000000155,295,RMDH 6th Window SMS - MON - 05062017,102515,20170529-WF 10-6RMD1-LYB-ALL-WD-Gift Mens,FALSE
