"","customer_id","first_date","last_date","recency","latency","basket_count","annual_spend","ave_basket","ave_unit_price","ave_disc_pct"
"3174",19086213,"2016-05-08","2017-03-12","345","102","4","3116000",779000,222571,14
"3175",18320592,"2016-06-12","2016-09-17","169","24","5","12017000",2403400,197000,21
"3176",21206607,"2016-10-29","2016-12-26","269","29","3","1274000",424666,182000,24
"3177",2200001000025807,"2017-02-05","2017-02-05","310","0","1","349000",349000,174500,14
"3178",19536695,"2016-07-05","2016-11-06","219","124","2","488000",244000,244000,40
"3179",20913611,"2016-04-19","2016-10-06","188","85","3","517000",172333,129250,5
"3180",21098019,"2016-08-09","2017-01-28","302","86","3","2342000",780666,260222,23
"3181",19334318,"2016-09-26","2016-09-26","178","0","1","159000",159000,159000,10
"3182",2200001000000532,"2017-01-10","2017-01-10","284","0","1","628000",628000,209333,7
"3183",19470337,"2016-06-15","2016-06-15","75","0","1","338000",338000,169000,8
"3184",2200001000047743,"2017-03-02","2017-03-02","335","0","1","439000",439000,219500,11
"3185",18680560,"2016-12-31","2016-12-31","274","0","1","1482000",1482000,185250,11
"3186",19300638,"2017-02-23","2017-02-23","328","0","1","358000",358000,179000,0
"3187",19327897,"2017-01-24","2017-01-24","298","0","1","1107000",1107000,369000,25
"3188",21195928,"2016-10-21","2016-10-21","203","0","1","408000",408000,102000,12
"3189",21250830,"2016-11-27","2016-12-11","254","14","2","867000",433500,216750,29
"3190",18707009,"2016-06-21","2016-12-08","251","170","2","667000",333500,222333,20
"3191",20841197,"2016-08-02","2016-11-11","224","101","2","498000",249000,249000,0
"3192",2200001000030869,"2017-02-11","2017-02-11","316","0","1","737000",737000,105285,13
"3193",21035404,"2016-06-25","2016-06-25","85","0","1","477000",477000,119250,21
"3194",18471424,"2016-07-20","2016-12-03","246","136","2","388000",194000,194000,8
"3195",19464738,"2016-05-15","2016-08-27","148","104","2","248000",124000,124000,4
"3196",21175713,"2016-10-06","2016-10-06","188","0","1","608000",608000,202666,8
"3197",2200001000007868,"2017-01-19","2017-02-04","309","16","2","1605000",802500,267500,9
"3198",18620022,"2016-04-28","2017-03-03","336","77","5","1024000",204800,170666,0
"3199",18685844,"2016-05-10","2016-12-13","256","217","2","318000",159000,159000,14
"3200",21078217,"2016-07-26","2016-10-30","212","96","2","567000",283500,141750,8
"3201",20837673,"2016-04-10","2016-08-10","131","40","4","2774000",693500,173375,15
"3202",18355625,"2016-12-15","2016-12-15","258","0","1","219000",219000,219000,0
"3203",21002650,"2016-05-23","2016-05-23","52","0","1","219000",219000,219000,0
"3204",19508244,"2016-07-07","2016-12-04","247","50","4","2341000",585250,260111,17
"3205",19473116,"2016-04-06","2017-03-13","346","113","4","1105000",276250,221000,13
"3206",18632357,"2016-09-28","2016-09-28","180","0","1","229000",229000,229000,0
"3207",19382814,"2016-10-01","2016-10-01","183","0","1","428000",428000,214000,0
"3208",18504111,"2016-06-25","2016-06-25","85","0","1","209000",209000,209000,50
"3209",18616981,"2016-06-23","2016-06-23","83","0","1","179000",179000,179000,20
"3210",19694169,"2016-08-29","2016-08-29","150","0","1","298000",298000,99333,26
"3211",2200001000018758,"2017-01-29","2017-01-29","303","0","1","587000",587000,146750,31
"3212",20883788,"2016-08-01","2016-08-06","127","5","2","408000",204000,136000,24
"3213",21114658,"2016-08-21","2016-08-21","142","0","1","469000",469000,234500,10
"3214",21248098,"2016-11-25","2016-11-25","238","0","1","448000",448000,149333,20
"3215",18632418,"2017-02-19","2017-02-19","324","0","1","149000",149000,149000,10
"3216",18350449,"2016-06-13","2017-01-04","278","102","3","727000",242333,242333,6
"3217",21218634,"2016-11-05","2016-11-05","218","0","1","418000",418000,139333,31
"3218",18350307,"2016-07-23","2016-12-20","263","150","2","1651000",825500,183444,13
"3219",18367910,"2017-01-04","2017-01-04","278","0","1","396000",396000,99000,0
"3220",18471480,"null","null","null","null","null","null",0,0,0
"3221",19273620,"2016-10-07","2016-10-07","189","0","1","488000",488000,162666,10
"3222",21058795,"2016-07-13","2016-07-13","103","0","1","547000",547000,109400,9
"3223",19129733,"2016-06-17","2017-03-05","338","52","6","5085000",847500,231136,6
"3224",21248128,"2016-11-25","2016-11-25","238","0","1","766000",766000,153200,10
"3225",18354880,"2017-01-19","2017-01-19","293","0","1","317000",317000,105666,0
"3226",18544006,"2016-12-08","2016-12-08","251","0","1","467000",467000,155666,34
"3227",18375637,"2016-04-13","2016-12-24","267","63","5","3923000",784600,230764,30
"3228",21117988,"2016-08-24","2017-03-04","337","64","4","1159500",289875,105409,22
"3229",19535169,"2016-04-01","2017-02-03","308","77","5","4086000",817200,170250,21
"3230",2200001000002106,"2017-01-12","2017-01-12","286","0","1","846000",846000,169200,15
"3231",20843736,"2017-01-02","2017-01-02","276","0","1","1324000",1324000,220666,32
"3232",21005712,"2016-05-26","2016-05-26","55","0","1","1442000",1442000,180250,15
"3233",19580639,"2016-04-01","2017-03-30","363","24","16","7797000",487312,181325,18
"3234",18779609,"2016-06-01","2016-09-07","159","49","3","1849000",616333,168090,25
"3235",19491556,"2016-06-05","2016-06-05","65","0","1","498000",498000,249000,20
"3236",2200001000040242,"2017-02-21","2017-02-21","326","0","1","389000",389000,194500,12
"3237",18908648,"2016-04-10","2016-06-05","65","56","2","834000",417000,139000,41
"3238",2200001000038907,"2017-02-19","2017-03-18","351","27","2","1641000",820500,149181,10
"3239",18635753,"2016-11-24","2016-11-24","237","0","1","528000",528000,264000,0
"3240",18556015,"2016-04-13","2017-03-05","338","27","13","5709000",439153,184161,4
"3241",18788678,"2017-03-24","2017-03-24","357","0","1","657000",657000,219000,50
"3242",18523421,"2016-05-14","2017-03-20","353","77","5","1989000",397800,180818,24
"3243",20826416,"2016-05-09","2016-12-03","246","104","3","2666000",888666,205076,6
"3244",21225132,"2016-11-08","2017-01-01","275","54","2","1114000",557000,159142,6
"3245",21185580,"2016-10-13","2016-10-13","195","0","1","488000",488000,122000,10
"3246",18781585,"2016-05-06","2017-03-12","345","44","8","2269000",283625,206272,14
"3247",18504272,"2016-05-14","2016-12-17","260","72","4","1224000",306000,136000,16
"3248",18265863,"2016-05-26","2016-05-26","55","0","1","796000",796000,159200,0
"3249",20827425,"2016-05-22","2017-03-27","360","61","6","5457000",909500,218280,3
"3250",18629263,"2016-04-18","2017-03-18","351","37","10","7369000",736900,204694,14
"3251",19591726,"2016-06-10","2017-01-07","281","105","3","737000",245666,245666,0
"3252",18624733,"2016-07-03","2017-01-01","275","182","2","307000",153500,102333,6
"3253",19202550,"2016-07-29","2016-08-12","133","14","2","797000",398500,199250,6
"3254",19383105,"2016-09-22","2016-09-29","181","7","2","668000",334000,334000,23
"3255",19293166,"2016-05-28","2016-05-28","57","0","1","89000",89000,89000,0
"3256",18499556,"2016-04-13","2017-02-24","329","79","5","8528000",1705600,218666,17
"3257",18247747,"2016-09-20","2017-03-12","345","19","10","4045000",404500,269666,10
"3258",19563264,"2017-01-06","2017-01-06","280","0","1","349000",349000,349000,0
"3259",19613053,"2016-06-22","2016-06-22","82","0","1","2432000",2432000,304000,58
"3260",18791506,"2016-06-19","2016-06-19","79","0","1","189000",189000,189000,50
"3261",18545542,"2016-10-14","2016-10-14","196","0","1","549000",549000,549000,0
"3262",18341619,"2016-06-13","2016-06-13","73","0","1","306000",306000,61200,0
"3263",19468071,"2016-08-22","2016-12-02","245","102","2","766000",383000,191500,21
"3264",2200001000015761,"2017-01-27","2017-01-27","301","0","1","478000",478000,159333,28
"3265",18347860,"2016-04-15","2016-08-27","148","44","4","1360000",340000,136000,5
"3266",19577580,"2016-12-31","2016-12-31","274","0","1","408000",408000,204000,0
"3267",20862896,"2016-06-19","2016-08-27","148","34","3","816000",272000,163200,6
"3268",20854213,"2016-06-26","2016-08-07","128","42","2","845000",422500,169000,9
"3269",18354054,"2016-06-11","2016-06-11","71","0","1","89000",89000,89000,0
"3270",18700133,"2016-09-02","2016-09-02","154","0","1","449000",449000,449000,50
"3271",20863044,"2016-04-10","2016-08-29","150","28","6","1614000",269000,269000,7
"3272",20945487,"2016-09-20","2017-03-25","358","46","5","2429000",485800,220818,26
"3273",2200001000009448,"2017-01-21","2017-01-21","295","0","1","538000",538000,179333,9
"3274",19373093,"2016-07-16","2016-08-29","150","44","2","1434000",717000,239000,29
"3275",19536139,"2017-01-02","2017-01-02","276","0","1","459000",459000,459000,20
"3276",18643153,"2016-04-24","2016-07-23","113","30","4","1333000",333250,190428,15
"3277",20842913,"2016-08-20","2016-08-20","141","0","1","318000",318000,159000,25
"3278",19395390,"2016-05-10","2016-06-25","85","46","2","366000",183000,91500,28
"3279",21102704,"2016-08-13","2016-12-23","266","132","2","817000",408500,204250,23
"3280",19310034,"2016-05-11","2016-09-03","155","115","2","1196000",598000,299000,50
"3281",19491495,"2016-06-19","2016-06-19","79","0","1","209000",209000,209000,20
"3282",18347037,"2016-05-08","2016-12-12","255","109","3","1671000",557000,185666,33
"3283",18351745,"2016-04-13","2016-10-29","211","99","3","1006000",335333,167666,33
"3284",18351694,"2016-07-10","2017-03-26","359","32","9","5369000",596555,206500,45
"3285",18792421,"2016-09-19","2016-09-19","171","0","1","129000",129000,129000,10
"3286",21205485,"2016-10-28","2016-10-28","210","0","1","477000",477000,95400,37
"3287",19321665,"2016-05-02","2016-09-26","178","29","6","8640000",1440000,288000,27
"3288",21152389,"2016-09-18","2017-03-28","361","191","2","797000",398500,159400,6
"3289",19227429,"2016-07-03","2016-12-30","273","60","4","3453000",863250,181736,14
"3290",19382096,"2017-01-31","2017-01-31","305","0","1","458000",458000,229000,6
"3291",18634766,"2016-09-17","2016-09-25","177","8","2","218000",109000,109000,0
"3292",19562859,"2016-07-10","2016-11-06","219","39","4","2834000",708500,236166,8
"3293",20901841,"2016-04-16","2017-03-05","338","80","5","3387000",677400,188166,3
"3294",18632480,"2016-04-29","2017-01-11","285","128","3","1980000",660000,198000,9
"3295",19001349,"2016-05-30","2016-05-30","59","0","1","258000",258000,129000,0
"3296",18601321,"2016-07-03","2016-07-03","93","0","1","399000",399000,399000,30
"3297",18744938,"2016-07-12","2016-12-25","268","55","4","2751000",687750,183400,17
"3298",20851405,"2016-06-25","2016-06-25","85","0","1","159000",159000,159000,0
"3299",18687784,"2017-01-20","2017-03-17","350","56","2","828000",414000,414000,0
"3300",18250887,"2016-05-28","2017-03-25","358","75","5","2421000",484200,201750,31
"3301",18699974,"2016-08-06","2016-08-06","127","0","1","219000",219000,219000,0
"3302",18350557,"2016-05-11","2016-07-24","114","74","2","2111000",1055500,234555,36
"3303",18341483,"2016-06-13","2017-03-03","336","131","3","1810000",603333,181000,12
"3304",21132644,"2016-09-02","2017-03-16","349","97","3","506000",168666,126500,11
"3305",19705732,"2016-08-06","2017-02-27","332","205","2","2173000",1086500,310428,4
"3306",20839380,"2017-01-30","2017-01-31","305","1","2","943000",471500,134714,7
"3307",2200001000028389,"2017-02-08","2017-02-08","313","0","1","768000",768000,256000,18
"3308",20997940,"2016-05-21","2016-07-31","121","71","2","2373000",1186500,215727,3
"3309",18661479,"2016-04-09","2017-02-19","324","105","4","725000",181250,145000,4
"3310",21181310,"2016-10-10","2016-10-10","192","0","1","408000",408000,136000,12
"3311",18633392,"2016-08-28","2016-08-28","149","0","1","1587000",1587000,529000,30
"3312",19562889,"2017-02-13","2017-02-13","318","0","1","169000",169000,169000,0
"3313",2200001000004180,"2017-01-14","2017-01-14","288","0","1","449000",449000,224500,11
"3314",19497396,"2016-08-10","2017-03-07","340","209","2","535000",267500,107000,7
"3315",2200001000062922,"2017-03-19","2017-03-19","352","0","1","1283000",1283000,142555,9
"3316",18731931,"2016-10-08","2016-10-08","190","0","1","149000",149000,149000,0
"3317",18361459,"2016-04-09","2017-02-18","323","315","2","2648000",1324000,165500,31
"3318",20859669,"2016-07-08","2016-07-08","98","0","1","269000",269000,269000,20
"3319",21275690,"2016-12-17","2016-12-17","260","0","1","848000",848000,424000,19
"3320",19272656,"2016-10-22","2016-10-22","204","0","1","638000",638000,127600,20
"3321",19290081,"2016-09-08","2017-02-10","315","77","3","417000",139000,139000,23
"3322",18358540,"2016-06-26","2017-03-26","359","136","3","2102000",700666,161692,33
"3323",18481182,"2016-04-03","2017-03-17","350","34","11","8924000",811272,241189,19
"3324",19304406,"2016-08-27","2017-03-04","337","63","4","1511000",377750,167888,9
"3325",2200001000002434,"2017-01-13","2017-01-13","287","0","1","816000",816000,116571,10
"3326",18676858,"2016-07-16","2017-02-19","324","43","6","2060000",343333,206000,5
"3327",20863643,"2016-11-18","2017-03-31","364","66","3","903000",301000,129000,0
"3328",21305321,"2017-01-08","2017-03-02","335","26","3","1104000",368000,138000,7
"3329",19205900,"2016-12-22","2016-12-22","265","0","1","199000",199000,199000,0
"3330",18525678,"2016-10-28","2016-10-28","210","0","1","298000",298000,149000,20
"3331",18663518,"2016-10-16","2017-01-28","302","104","2","298000",149000,149000,10
"3332",19392000,"2016-08-24","2016-08-24","145","0","1","259000",259000,129500,19
"3333",18614314,"2016-04-29","2017-02-26","331","50","7","3368000",481142,153090,29
"3334",19117494,"2016-09-17","2016-09-17","169","0","1","209000",209000,104500,0
"3335",21208214,"2016-10-29","2016-10-29","211","0","1","408000",408000,136000,32
"3336",18609541,"2017-03-04","2017-03-04","337","0","1","338000",338000,169000,0
"3337",21256685,"2016-12-01","2016-12-01","244","0","1","746000",746000,186500,0
"3338",19468085,"2016-04-02","2017-02-04","309","154","3","1812000",604000,226500,29
"3339",19382006,"2016-04-09","2016-09-12","164","156","2","346000",173000,86500,0
"3340",2200001000023893,"2017-02-04","2017-02-04","309","0","1","398000",398000,99500,12
"3341",19155299,"2016-07-22","2017-01-17","291","179","2","1004000",502000,167333,3
"3342",18249904,"2016-06-03","2016-06-03","63","0","1","179000",179000,179000,0
"3343",18700340,"2016-05-02","2017-02-25","330","42","8","3763000",470375,209055,3
"3344",21055726,"2016-07-10","2016-12-09","252","50","4","1303000",325750,162875,5
"3345",21074007,"2016-07-23","2017-01-06","280","83","3","1794000",598000,256285,2
"3346",19164322,"2016-04-09","2017-03-17","350","342","2","2041000",1020500,204100,27
"3347",20829191,"2016-07-17","2016-07-17","107","0","1","748000",748000,374000,0
"3348",18898745,"2016-10-22","2016-10-22","204","0","1","179000",179000,89500,27
"3349",2200001000054658,"2017-03-09","2017-03-09","342","0","1","358000",358000,89500,13
"3350",19135544,"2017-02-07","2017-02-07","312","0","1","229000",229000,229000,0
"3351",18651972,"2016-08-10","2016-08-10","131","0","1","139000",139000,139000,0
"3352",21168182,"2016-10-01","2016-10-01","183","0","1","625000",625000,104166,50
"3353",18679837,"2016-08-11","2017-02-21","326","97","3","3616000",1205333,241066,12
"3354",19086637,"2016-12-15","2016-12-15","258","0","1","169000",169000,169000,0
"3355",19218548,"2016-04-02","2017-03-25","358","32","12","7657000",638083,283592,7
"3356",21297233,"2017-01-02","2017-01-12","286","10","2","946000",473000,189200,5
"3357",18707591,"2016-04-28","2017-01-12","286","86","4","5677000",1419250,162200,25
"3358",19132596,"2016-10-25","2016-10-25","207","0","1","209000",209000,209000,0
"3359",18362035,"2016-06-18","2016-07-02","92","7","3","285000",95000,57000,14
"3360",19145544,"2016-08-17","2016-12-31","274","136","2","2321000",1160500,257888,18
"3361",18587316,"2016-05-05","2016-05-28","57","23","2","796000",398000,199000,36
"3362",18990082,"2016-12-07","2017-03-03","336","28","4","1323000",330750,165375,5
"3363",19273101,"2016-04-24","2016-12-30","273","62","5","914000",182800,152333,8
"3364",19586709,"2016-09-29","2016-09-29","181","0","1","368000",368000,184000,0
"3365",21084799,"2016-07-31","2017-02-22","327","103","3","835000",278333,119285,3
"3366",19242019,"2016-07-19","2016-07-19","109","0","1","49000",49000,49000,0
"3367",21056819,"2016-07-11","2016-07-30","120","19","2","637000",318500,159250,6
"3368",2200001000024026,"2017-02-04","2017-02-04","309","0","1","329000",329000,164500,15
"3369",18257783,"2016-07-07","2017-03-26","359","87","4","994000",248500,165666,10
"3370",19319853,"2016-09-17","2016-09-17","169","0","1","319000",319000,79750,15
"3371",19191985,"2016-10-15","2016-12-17","260","63","2","1295000",647500,259000,19
"3372",2200001000065702,"2017-03-22","2017-03-22","355","0","1","1734000",1734000,192666,8
"3373",21299288,"2017-01-03","2017-01-03","277","0","1","836000",836000,167200,25
"3374",18664923,"2017-03-27","2017-03-27","360","0","1","549000",549000,549000,50
"3375",19221754,"2016-05-07","2016-10-20","202","41","5","4246000",849200,193000,22
"3376",19639953,"2017-01-18","2017-01-18","292","0","1","278000",278000,139000,0
"3377",21123201,"2016-08-27","2016-08-27","148","0","1","858000",858000,214500,11
"3378",20944855,"2016-05-03","2016-09-12","164","66","3","1154000",384666,192333,18
"3379",21197300,"2016-10-22","2016-10-22","204","0","1","1324000",1324000,189142,3
"3380",19150336,"2016-04-15","2017-03-22","355","341","2","914000",457000,152333,0
"3381",19265246,"2016-05-11","2016-12-22","265","225","2","2510000",1255000,251000,47
"3382",19512622,"2016-04-01","2016-08-28","149","74","3","1772000",590666,221500,40
"3383",2200001000004519,"2017-01-15","2017-03-02","335","46","2","827000",413500,206750,6
"3384",20889320,"2017-02-26","2017-02-26","331","0","1","668000",668000,222666,14
"3385",21210141,"2016-10-30","2016-10-30","212","0","1","896000",896000,179200,33
"3386",19598022,"2016-12-06","2016-12-06","249","0","1","99000",99000,99000,50
"3387",21280744,"2016-12-22","2016-12-22","265","0","1","339000",339000,339000,0
"3388",18379731,"2016-05-03","2017-03-29","362","22","16","11025000",689062,229687,15
"3389",21224861,"2016-11-08","2016-11-08","221","0","1","337000",337000,67400,23
"3390",20867302,"2016-04-03","2017-02-24","329","109","4","2739000",684750,228250,16
"3391",18793313,"2016-05-06","2016-08-31","152","58","3","1353000",451000,193285,33
"3392",20829151,"2016-07-23","2017-02-04","309","32","7","6527500",932500,261100,11
"3393",18704277,"2016-09-20","2016-09-20","172","0","1","149000",149000,149000,15
"3394",21110543,"2016-08-18","2016-12-20","263","124","2","1028000",514000,342666,19
"3395",18719250,"2016-11-05","2017-01-22","296","39","3","1415000",471666,283000,21
"3396",20916132,"2016-05-23","2016-05-23","52","0","1","199000",199000,199000,0
"3397",19190618,"2016-04-27","2016-09-22","174","148","2","807000",403500,269000,0
"3398",21110262,"2016-08-18","2017-02-11","316","44","5","4560000",912000,228000,16
"3399",19108243,"2016-08-19","2016-09-10","162","22","2","1621000",810500,180111,6
"3400",19535286,"2016-04-30","2016-12-29","272","121","3","1453000",484333,207571,39
"3401",18728549,"2016-04-05","2016-08-26","147","47","4","1744000",436000,290666,5
"3402",19625620,"2016-08-25","2017-01-18","292","146","2","545000",272500,109000,23
"3403",2200001000056817,"2017-03-11","2017-03-11","344","0","1","677000",677000,169250,14
"3404",19620616,"2016-05-25","2016-09-07","159","105","2","507000",253500,169000,11
"3405",21302933,"2017-01-06","2017-01-06","280","0","1","588000",588000,196000,8
"3406",19565745,"2016-04-27","2016-12-20","263","118","3","796000",265333,199000,11
"3407",21230716,"2016-11-12","2017-01-21","295","70","2","576000",288000,96000,8
"3408",18641393,"2016-04-27","2017-02-22","327","50","7","3517000",502428,351700,10
"3409",18538065,"2016-04-09","2017-02-07","312","27","12","8155000",679583,203875,13
"3410",18612347,"2017-02-12","2017-02-12","317","0","1","408000",408000,204000,0
"3411",18546428,"2016-08-26","2016-12-19","262","115","2","1944000",972000,324000,29
"3412",19451085,"2016-12-24","2016-12-24","267","0","1","198000",198000,99000,42
"3413",19598785,"2017-01-21","2017-01-29","303","8","2","716000",358000,179000,6
"3414",21178641,"2016-10-08","2017-03-22","355","41","5","3684000",736800,216705,2
"3415",19599181,"2016-05-31","2017-02-25","330","135","3","556000",185333,139000,0
"3416",18293107,"2016-12-12","2017-03-16","349","94","2","776000",388000,194000,5
"3417",18569531,"2016-05-05","2017-01-07","281","49","6","8076000",1346000,230742,27
"3418",21214215,"2016-11-02","2017-02-18","323","108","2","1047000",523500,261750,12
"3419",19709479,"2016-07-07","2017-02-15","320","223","2","287000",143500,95666,16
"3420",18362863,"2017-03-19","2017-03-19","352","0","1","179000",179000,179000,0
"3421",19202783,"2016-05-08","2017-01-14","288","125","3","576000",192000,144000,0
"3422",18543568,"2016-10-01","2016-12-11","254","71","2","1045000",522500,209000,10
"3423",21145697,"2016-09-12","2016-11-28","241","77","2","696000",348000,116000,7
"3424",19326985,"2016-12-01","2016-12-01","244","0","1","548000",548000,274000,50
"3425",19273600,"2016-08-23","2016-08-23","144","0","1","189000",189000,189000,50
"3426",18662770,"2016-08-07","2017-02-28","333","68","4","3002000",750500,107214,4
"3427",19497206,"2017-02-12","2017-02-12","317","0","1","728000",728000,364000,10
"3428",19405913,"2016-04-04","2016-11-10","223","220","2","956000",478000,191200,8
"3429",20879138,"2016-04-17","2017-02-20","325","51","7","2526000",360857,180428,11
"3430",18257824,"2016-05-21","2016-05-21","50","0","1","49000",49000,49000,0
"3431",18258773,"2016-10-23","2016-10-23","205","0","1","848000",848000,424000,0
"3432",18634680,"2016-05-04","2017-01-12","286","63","5","4805000",961000,252894,12
"3433",19513101,"2017-03-08","2017-03-08","341","0","1","218000",218000,109000,10
"3434",18879182,"2016-08-28","2016-08-28","149","0","1","897000",897000,299000,21
"3435",19457952,"2016-09-14","2017-01-03","277","111","2","758000",379000,379000,0
"3436",19332110,"2016-08-06","2016-11-15","228","101","2","835000",417500,167000,0
"3437",19492508,"2016-07-11","2016-07-11","101","0","1","677000",677000,225666,0
"3438",18786912,"2016-04-10","2017-01-28","302","29","11","5896000",536000,218370,9
"3439",18788683,"2016-08-14","2016-08-14","135","0","1","278000",278000,139000,0
"3440",21218679,"2016-11-05","2016-11-05","218","0","1","549000",549000,274500,9
"3441",2200001000025386,"2017-02-05","2017-02-05","310","0","1","757000",757000,189250,10
"3442",18578676,"2016-04-16","2017-01-31","305","58","6","1981000",330166,220111,6
"3443",20828972,"2016-10-06","2017-02-12","317","129","2","416000",208000,104000,9
"3444",18657145,"2016-05-06","2016-11-22","235","100","3","627000",209000,209000,4
"3445",21171974,"2016-10-04","2016-10-04","186","0","1","349000",349000,174500,14
"3446",19311785,"2016-05-20","2016-05-20","49","0","1","148000",148000,37000,0
"3447",21302283,"2017-01-06","2017-03-05","338","29","3","1247000",415666,311750,4
"3448",2200001000003382,"2017-01-14","2017-01-14","288","0","1","1434000",1434000,204857,20
"3449",18537252,"2016-09-27","2017-03-24","357","89","3","3394000",1131333,188555,17
"3450",20815439,"2016-08-14","2017-01-19","293","158","2","1027000",513500,342333,0
"3451",18618743,"2016-05-14","2016-05-14","43","0","1","865000",865000,173000,7
"3452",18762046,"2016-08-06","2017-03-19","352","112","3","1034000",344666,172333,3
"3453",18250876,"2016-07-26","2016-08-17","138","22","2","698000",349000,232666,0
"3454",18484387,"2016-11-19","2016-11-19","232","0","1","209000",209000,209000,0
"3455",18363688,"2016-04-30","2016-11-19","232","203","2","547000",273500,109400,0
"3456",20854248,"2016-05-03","2016-06-22","82","50","2","1053000",526500,150428,50
"3457",19562046,"2016-04-21","2016-04-21","20","0","1","618000",618000,309000,0
"3458",20901843,"2016-04-17","2017-02-12","317","43","8","5462000",682750,182066,10
"3459",19512932,"2016-05-11","2017-03-24","357","39","9","4973000",552555,177607,29
"3460",20877206,"2016-09-15","2016-09-15","167","0","1","817000",817000,272333,0
"3461",18545328,"null","null","null","null","null","null",0,0,0
"3462",18363601,"2016-05-18","2016-05-18","47","0","1","836000",836000,209000,16
"3463",18483114,"2016-06-23","2016-06-23","83","0","1","148000",148000,74000,13
"3464",18957245,"2016-06-22","2016-10-23","205","61","3","1024000",341333,128000,9
"3465",18376319,"2016-04-03","2017-02-04","309","30","11","3253000",295727,191352,4
"3466",21224435,"2016-11-08","2017-03-16","349","128","2","786000",393000,112285,6
"3467",18520594,"2016-08-26","2016-12-20","263","58","3","3271000",1090333,172157,30
"3468",20916660,"2016-04-30","2016-11-26","239","105","3","2413000",804333,344714,10
"3469",18344557,"2016-06-29","2016-09-19","171","82","2","1177000",588500,196166,0
"3470",19309370,"2016-05-23","2017-01-25","299","123","3","3082000",1027333,162210,6
"3471",19147865,"2016-05-17","2016-11-22","235","94","3","1027000",342333,342333,0
"3472",18251425,"2016-11-18","2016-11-18","231","0","1","2141000",2141000,237888,6
"3473",19631446,"2016-07-13","2017-01-26","300","98","3","1294000",431333,215666,11
"3474",18451743,"2016-05-19","2017-02-06","311","87","4","4060000",1015000,238823,10
"3475",18779526,"2016-04-30","2017-03-24","357","65","6","5609000",934833,254954,13
"3476",18350303,"2016-04-01","2017-03-10","343","343","2","1366000",683000,227666,8
"3477",18792401,"2016-04-24","2017-01-20","294","271","2","2064000",1032000,344000,39
"3478",18576953,"2016-05-11","2016-05-11","40","0","1","567000",567000,189000,0
"3479",21017437,"2016-06-07","2016-07-11","101","34","2","897000",448500,179400,5
"3480",20851724,"2016-04-26","2017-03-29","362","48","8","4799000",599875,218136,16
"3481",18793309,"2017-01-05","2017-02-02","307","28","2","774000",387000,129000,0
"3482",21201119,"2016-10-25","2016-10-25","207","0","1","599000",599000,299500,8
"3483",18605651,"2016-07-05","2016-07-05","95","0","1","129000",129000,129000,20
"3484",19183848,"2016-05-03","2017-03-10","343","62","6","3241000",540166,154333,25
"3485",19621171,"2016-11-14","2017-03-31","364","27","6","1982000",330333,220222,0
"3486",18485975,"2017-03-20","2017-03-20","353","0","1","179000",179000,179000,0
"3487",18537286,"2016-04-18","2017-02-12","317","20","16","11547000",721687,217867,8
"3488",21238414,"2016-11-18","2016-11-18","231","0","1","1891000",1891000,189100,2
"3489",18526590,"2016-06-29","2016-06-29","89","0","1","1136000",1136000,227200,21
"3490",21066406,"2016-07-17","2017-03-25","358","125","3","1685000",561666,187222,3
"3491",18695346,"2016-05-04","2016-05-04","33","0","1","238000",238000,119000,0
"3492",19770476,"2016-06-21","2016-06-21","81","0","1","219000",219000,219000,20
"3493",20828567,"2016-04-08","2016-10-22","204","197","2","1704000",852000,284000,24
"3494",20819743,"2016-05-05","2016-05-05","34","0","1","327000",327000,109000,0
"3495",18661352,"2016-04-14","2017-03-28","361","87","5","5520000",1104000,178064,16
"3496",18425954,"2016-12-28","2016-12-28","271","0","1","1835000",1835000,367000,29
"3497",18483580,"2016-04-02","2017-02-21","326","46","8","4522000",565250,215333,18
"3498",18343390,"2016-05-29","2016-05-29","58","0","1","1024000",1024000,146285,10
"3499",19091816,"2016-05-11","2016-05-11","40","0","1","597000",597000,199000,50
"3500",19303839,"2016-07-14","2016-11-16","229","125","2","667000",333500,222333,8
"3501",20845937,"2016-04-20","2017-01-18","292","91","4","834000",208500,119142,17
"3502",18483777,"2016-04-17","2017-01-02","276","260","2","645000",322500,129000,0
"3503",18684058,"2017-01-31","2017-01-31","305","0","1","1186000",1186000,296500,8
"3504",18264411,"2016-05-03","2017-02-08","313","93","4","1112000",278000,139000,13
"3505",19382057,"2016-06-23","2017-03-16","349","53","6","1853000",308833,231625,17
"3506",18589535,"2016-11-08","2016-11-08","221","0","1","298000",298000,149000,0
"3507",21039790,"2016-07-02","2017-01-05","279","37","6","1947000",324500,149769,14
"3508",18203991,"2016-08-25","2016-08-25","146","0","1","199000",199000,199000,50
"3509",21172272,"2016-10-04","2017-02-23","328","142","2","1226000",613000,245200,4
"3510",21229292,"2016-11-11","2017-03-01","334","22","6","2934000",489000,133363,4
"3511",18692236,"2016-04-07","2016-10-06","188","91","3","2312000",770666,289000,0
"3512",18251423,"2016-07-07","2016-07-07","97","0","1","149000",149000,149000,20
"3513",19593334,"2016-05-05","2016-05-05","34","0","1","727000",727000,242333,50
"3514",20998566,"2016-05-19","2017-02-26","331","28","11","8013000",728454,190785,6
"3515",18711841,"2016-06-22","2016-06-22","82","0","1","567000",567000,141750,12
"3516",18790397,"2017-02-20","2017-02-20","325","0","1","3935000",3935000,262333,4
